attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength,label
0,114981,0,-774,25952,20312,7538,19260,27818,24097,33203,200,0,2
0,114981,0,-78,25952,20312,7538,19260,27818,24097,33203,200,0,2
0,114981,0,25,25952,20312,7538,19260,27818,24097,33203,200,0,2
0,114981,0,1805,25952,20312,7538,19260,27818,24097,33203,200,0,2
0,114981,0,299,25952,20312,7538,19260,27818,24097,33203,200,0,2
0,114981,0,86,25952,20312,7538,19260,27818,24097,33203,200,0,2
0,114981,0,52,25952,20312,7538,19260,27818,24097,33203,200,0,2
0,1797960,0,45,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,1797960,0,44,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,1797960,0,44,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,1797960,0,44,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,1797960,0,44,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,1797960,0,44,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,1797960,0,44,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,1797960,0,44,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,1797960,0,45,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,1797960,0,-1422,54933,13071,2030,7074,7095,3454,1473,200,0,2
0,598492,0,1190,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,598492,0,224,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,598492,0,73,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,598492,0,52,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,598492,0,45,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,598492,0,-2048,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,598492,0,2047,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,598492,0,400,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,598492,0,-2048,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,598492,0,1516,364697,250359,137566,83092,30422,29216,26549,200,0,2
0,514988,0,228,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,514988,0,73,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,514988,0,50,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,514988,0,45,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,514988,0,976,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,514988,0,200,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,514988,0,60,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,514988,0,49,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,514988,0,279,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,514988,0,82,39587,23163,39543,19698,32749,13166,5348,200,0,2
0,515377,0,50,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,515377,0,44,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,515377,0,1089,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,515377,0,208,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,515377,0,-2048,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,515377,0,-329,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,515377,0,-274,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,515377,0,2047,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,515377,0,409,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,515377,0,-744,111095,38679,60545,110810,67676,17881,22699,200,0,2
0,553234,0,1050,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,553234,0,-1642,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,553234,0,1638,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,553234,0,295,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,553234,0,-1227,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,553234,0,1853,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,553234,0,481,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,553234,0,-2048,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,553234,0,-2048,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,553234,0,856,69891,23865,25376,45229,48720,22128,30965,200,0,2
0,315128,0,363,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,315128,0,1831,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,315128,0,930,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,315128,0,-2048,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,315128,0,661,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,315128,0,-1976,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,315128,0,-2048,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,315128,0,-530,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,315128,0,2047,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,315128,0,2047,499912,188764,110275,87433,82067,57301,35504,200,0,2
0,663209,0,1168,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,663209,0,218,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,663209,0,390,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,663209,0,247,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,663209,0,-2048,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,663209,0,-89,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,663209,0,530,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,663209,0,128,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,663209,0,4,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,663209,0,73,412068,58685,54739,116839,174617,111192,72188,200,0,2
0,135716,0,2047,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,135716,0,949,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,135716,0,185,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,135716,0,67,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,135716,0,-2048,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,135716,0,-647,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,135716,0,-298,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,135716,0,-429,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,135716,0,-27,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,135716,0,2047,64006,26516,18602,49838,29398,19623,15547,200,0,2
0,274258,0,2047,248888,31050,30472,6137,45171,17627,22850,200,0,2
0,274258,0,2047,248888,31050,30472,6137,45171,17627,22850,200,0,2
0,274258,0,371,248888,31050,30472,6137,45171,17627,22850,200,0,2
0,274258,0,-1692,248888,31050,30472,6137,45171,17627,22850,200,0,2
0,274258,0,-226,248888,31050,30472,6137,45171,17627,22850,200,0,2
0,274258,0,2047,248888,31050,30472,6137,45171,17627,22850,200,0,2
0,274258,0,-2048,248888,31050,30472,6137,45171,17627,22850,200,0,2
0,274258,0,2047,248888,31050,30472,6137,45171,17627,22850,200,0,2
0,274258,0,-1650,248888,31050,30472,6137,45171,17627,22850,200,0,2
0,657146,0,-754,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,657146,0,-58,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,657146,0,1668,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,657146,0,-1075,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,657146,0,2047,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,657146,0,442,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,657146,0,87,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,657146,0,-39,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,657146,0,-2048,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,657146,0,-827,29983,222246,25039,65434,63607,54528,30446,200,0,2
0,759581,0,896,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,759581,0,176,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,759581,0,77,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,759581,0,176,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,759581,0,66,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,759581,0,550,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,759581,0,2047,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,759581,0,-494,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,759581,0,187,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,759581,0,-2048,134781,25457,15789,44337,41461,18515,13477,200,0,2
0,751888,0,1241,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,751888,0,258,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,751888,0,-1553,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,751888,0,2047,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,751888,0,599,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,751888,0,113,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,751888,0,-733,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,751888,0,1668,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,751888,0,1552,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,751888,0,-253,57330,44953,65206,70635,172199,106442,38693,200,0,2
0,1146288,0,-2048,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1146288,0,-436,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1146288,0,-27,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1146288,0,2047,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1146288,0,-355,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1146288,0,1179,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1146288,0,2047,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1146288,0,-1206,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1146288,0,2047,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1146288,0,396,348597,106571,46903,44714,35457,66410,22541,200,0,2
0,1070882,0,92,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1070882,0,-1061,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1070882,0,937,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1070882,0,2047,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1070882,0,-849,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1070882,0,-1833,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1070882,0,-81,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1070882,0,2047,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1070882,0,1222,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1070882,0,-837,625290,42537,72760,75227,265055,288254,389304,200,0,2
0,1704029,0,-60,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,1704029,0,28,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,1704029,0,1665,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,1704029,0,-2048,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,1704029,0,2041,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,1704029,0,347,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,1704029,0,683,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,1704029,0,332,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,1704029,0,89,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,1704029,0,-2048,209166,433342,387963,456103,363911,445029,294643,200,0,2
0,305904,0,-2048,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,305904,0,-875,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,305904,0,889,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,305904,0,856,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,305904,0,114,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,305904,0,-601,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,305904,0,2047,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,305904,0,521,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,305904,0,-1572,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,305904,0,1482,50180,57014,24836,26396,71053,61129,63947,200,0,2
0,847250,0,224,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,847250,0,72,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,847250,0,50,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,847250,0,45,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,847250,0,-2048,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,847250,0,-436,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,847250,0,2047,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,847250,0,923,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,847250,0,169,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,847250,0,67,441901,6725,31365,23671,91833,32578,37508,200,0,2
0,1679368,0,48,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,1679368,0,48,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,1679368,0,45,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,1679368,0,-2048,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,1679368,0,-217,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,1679368,0,5,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,1679368,0,39,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,1679368,0,45,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,1679368,0,45,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,1679368,0,45,135444,5394,21353,9242,14280,5402,2665,200,0,2
0,891983,0,1201,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,891983,0,225,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,891983,0,73,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,891983,0,50,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,891983,0,-2048,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,891983,0,-636,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,891983,0,-445,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,891983,0,2047,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,891983,0,-2048,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,891983,0,823,85610,24176,38957,34024,30939,9746,2061,200,0,2
0,508250,0,-2048,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,508250,0,-2048,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,508250,0,-342,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,508250,0,1768,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,508250,0,236,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,508250,0,74,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,508250,0,50,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,508250,0,-2048,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,508250,0,-862,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,508250,0,-91,30319,14236,47269,36383,37682,16341,16656,200,0,2
0,624887,0,1154,256181,110430,47021,29560,40414,20077,28860,200,0,2
0,624887,0,-1804,256181,110430,47021,29560,40414,20077,28860,200,0,2
0,624887,0,-241,256181,110430,47021,29560,40414,20077,28860,200,0,2
0,624887,0,2047,256181,110430,47021,29560,40414,20077,28860,200,0,2
0,624887,0,629,256181,110430,47021,29560,40414,20077,28860,200,0,2
0,624887,0,136,256181,110430,47021,29560,40414,20077,28860,200,0,2
0,624887,0,-1329,256181,110430,47021,29560,40414,20077,28860,200,0,2
0,624887,0,-313,256181,110430,47021,29560,40414,20077,28860,200,0,2
0,624887,0,22,256181,110430,47021,29560,40414,20077,28860,200,0,2
0,1720625,0,1126,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1720625,0,2047,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1720625,0,2047,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1720625,0,-780,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1720625,0,371,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1720625,0,-507,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1720625,0,-1100,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1720625,0,2047,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1720625,0,827,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1720625,0,-1238,647535,241358,137335,270984,265477,161868,141359,200,0,2
0,1052090,0,1274,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,1052090,0,834,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,1052090,0,1193,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,1052090,0,-1140,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,1052090,0,-81,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,1052090,0,774,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,1052090,0,940,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,1052090,0,184,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,1052090,0,-2048,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,1052090,0,-506,499814,232370,195370,72103,112699,79268,33243,200,0,2
0,874903,0,1353,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,874903,0,246,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,874903,0,2047,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,874903,0,613,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,874903,0,824,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,874903,0,162,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,874903,0,2047,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,874903,0,593,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,874903,0,1778,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,874903,0,368,777746,472951,124829,266476,166557,225756,158258,200,0,2
0,746447,0,-2048,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,746447,0,2047,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,746447,0,102,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,746447,0,2047,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,746447,0,-1633,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,746447,0,2047,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,746447,0,442,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,746447,0,106,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,746447,0,55,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,746447,0,48,603076,82623,57928,155398,103338,75693,35911,200,0,2
0,106586,0,45,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,106586,0,-2048,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,106586,0,-1351,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,106586,0,-169,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,106586,0,22,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,106586,0,42,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,106586,0,1322,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,106586,0,1488,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,106586,0,-938,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,106586,0,-119,444036,317082,214001,61090,130048,28277,46689,200,0,2
0,2568662,0,2047,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,2568662,0,693,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,2568662,0,396,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,2568662,0,89,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,2568662,0,-2033,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,2568662,0,-968,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,2568662,0,165,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,2568662,0,2047,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,2568662,0,-1715,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,2568662,0,-97,160217,36899,110651,83795,97574,81448,91980,200,0,2
0,399064,0,1202,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,399064,0,476,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,399064,0,1484,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,399064,0,1223,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,399064,0,2047,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,399064,0,2047,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,399064,0,2047,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,399064,0,2047,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,399064,0,637,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,399064,0,141,104382,175513,216980,60249,75439,69499,54951,200,0,2
0,66760,0,-2048,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,66760,0,2047,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,66760,0,-2048,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,66760,0,2047,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,66760,0,309,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,66760,0,2047,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,66760,0,-2048,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,66760,0,2047,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,66760,0,-803,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,66760,0,696,105110,5200,64290,10924,28852,32518,11793,200,0,2
0,426841,0,451,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,426841,0,2047,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,426841,0,2047,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,426841,0,1012,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,426841,0,160,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,426841,0,-2048,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,426841,0,-1515,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,426841,0,-2048,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,426841,0,-2048,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,426841,0,549,223270,45075,67491,115987,130383,123256,43420,200,0,2
0,688580,0,120,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,688580,0,-2048,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,688580,0,2047,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,688580,0,634,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,688580,0,-1949,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,688580,0,-2048,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,688580,0,-2048,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,688580,0,2047,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,688580,0,476,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,688580,0,-2048,88600,154686,38032,164529,187233,66639,188434,200,0,2
0,917827,0,2047,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,917827,0,-2048,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,917827,0,569,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,917827,0,-2048,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,917827,0,1649,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,917827,0,1656,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,917827,0,-2048,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,917827,0,294,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,917827,0,84,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,917827,0,2047,237527,167426,94243,99133,161853,40569,71617,200,0,2
0,2280559,0,600,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,2280559,0,2047,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,2280559,0,1749,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,2280559,0,1106,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,2280559,0,906,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,2280559,0,1005,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,2280559,0,836,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,2280559,0,2047,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,2280559,0,2047,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,2280559,0,813,134787,90160,155073,224739,144805,228997,88249,200,0,2
0,3266377,0,188,3207441,794965,802873,660630,756202,789374,234175,200,0,2
0,3266377,0,68,3207441,794965,802873,660630,756202,789374,234175,200,0,2
0,3266377,0,100,3207441,794965,802873,660630,756202,789374,234175,200,0,2
0,3266377,0,54,3207441,794965,802873,660630,756202,789374,234175,200,0,2
0,3266377,0,50,3207441,794965,802873,660630,756202,789374,234175,200,0,2
0,3266377,0,44,3207441,794965,802873,660630,756202,789374,234175,200,0,2
0,3266377,0,48,3207441,794965,802873,660630,756202,789374,234175,200,0,2
0,3266377,0,-1112,3207441,794965,802873,660630,756202,789374,234175,200,0,2
0,3266377,0,-181,3207441,794965,802873,660630,756202,789374,234175,200,0,2
0,3266377,0,2047,3207441,794965,802873,660630,756202,789374,234175,200,0,2
